itemid,categoria_final,title_clean,price,sale_price,discount_percentage,item_rating,image_link,product_link,porte_estimado,score_potencial_comercial,link_gerado_shopee
22999348321,fitness,Combo 2 Baby Look Feminina Yoga Caimento Perfeito,39.99,22.0,45,5.0,https://cf.shopee.com.br/file/br-11134207-81zts-mkxvm32kwyrk5f,https://shopee.com.br/product/1484288001/22999348321,pequeno,88.0,https://s.shopee.com.br/AAEX0J1uJZ
22199364458,fitness,Kit 2 Biquíni Cintura Alta Feminino Calcinha HotPants de Anarruga Tecido Duplo/Top com Bojo/Conjunto moda Praia Verão l,102.0,60.9,40,5.0,https://cf.shopee.com.br/file/sg-11134201-8261i-mk4iyvqi991e4c,https://shopee.com.br/product/730583839/22199364458,pequeno,88.0,https://s.shopee.com.br/AKXxCc1Gyc
58200603635,cozinha,Bar Adega Suporte Para Vinho Parede P/ 4 Garrafas Industrial Boteco Barzinho Suspenso Reforçado Moderno Decorativo,90.04,62.12,31,5.0,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0ui98ez5dze5,https://shopee.com.br/product/510393429/58200603635,pequeno,88.0,https://s.shopee.com.br/3Vhd44ipGl
22198912676,pets,"Expande com um clique! Tenda dobrável para cães e gatos em duas cores, super prática",113.33,55.8,51,5.0,https://cf.shopee.com.br/file/br-11134207-81z1k-mei53jw8almp63,https://shopee.com.br/product/1051950257/22198912676,pequeno,88.0,https://s.shopee.com.br/30lMT9kjHg
58209590305,fitness,Tênis Ruptura Unissex Masculino Feminino com Conforto para Academia e Skatista Inverno + Adesivo de brinde,159.9,71.96,55,5.0,https://cf.shopee.com.br/file/br-11134207-820ls-mnh75kizjmkhb9,https://shopee.com.br/product/1509061269/58209590305,pequeno,88.0,https://s.shopee.com.br/3B4mfSk5wj
58208145554,beleza,2un Porta Comprimidos Compacto Organizador Multifuncional com 10 Divisórias,48.9,22.5,54,5.0,https://cf.shopee.com.br/file/br-11134207-820l4-mmbvyzll6k1s65,https://shopee.com.br/product/801758522/58208145554,pequeno,88.0,https://s.shopee.com.br/2g8W4Xlzxe
58201174593,beleza,"Perfume Masculino Brand Collection N,054",99.99,49.99,50,5.0,https://cf.shopee.com.br/file/br-11134207-820m1-mlzhrnzyjp502c,https://shopee.com.br/product/1660250626/58201174593,pequeno,88.0,https://s.shopee.com.br/2qRwGqlMch
58205879005,cozinha,Copo Térmico inox 473ml Personalizado Time Atlético MG - Presente Torcedor/Futebol,59.99,39.9,33,5.0,https://cf.shopee.com.br/file/br-11134207-820ll-mmiwwbhcfaps02,https://shopee.com.br/product/1740395698/58205879005,pequeno,88.0,https://s.shopee.com.br/5fm7e4n1lg
58208324063,beleza,Depilador Eletrico Feminino Recarregável Removedor De Pelos Navalha Dupla,60.0,27.97,53,5.0,https://cf.shopee.com.br/file/sg-11134201-81zu9-mmqtvoibpr0jed,https://shopee.com.br/product/725091778/58208324063,pequeno,88.0,https://s.shopee.com.br/5q5XqNmOQj
20599609747,papelaria,500 Etiquetas Adesivas Um Mimo para você Flork TAMANHO 3 CM,39.98,27.98,30,4.96,https://cf.shopee.com.br/file/br-11134207-820ly-mmstzp1soikne7,https://shopee.com.br/product/415174690/20599609747,pequeno,86.8,https://s.shopee.com.br/5L9HFSoIRe
47407148015,pets,Kit 4 Pacotes Areia Sanitária de Mandioca Biodegradável Esconde Aí Granulado Premium Alta Absorção Torrões Firmes,59.9,34.99,42,5.0,https://cf.shopee.com.br/file/br-11134207-820m3-mor4e9mgqeit34,https://shopee.com.br/product/1027434194/47407148015,grande,86.0,https://s.shopee.com.br/5VShRlnf6h
57909963376,papelaria,Tag Etiqueta Papel Kraft Produto Artesanal 240g para crochê artesanato produto embalagem lembrancinha,39.99,22.9,43,5.0,https://cf.shopee.com.br/file/br-11134207-820mb-mnvfxs4nl1xe0b,https://shopee.com.br/product/1463376672/57909963376,grande,86.0,https://s.shopee.com.br/6L1oRIkUPs
58209887291,pets,Guia para cachorro material premium 2 metros com regulagem de tamanho mãos livres para peitoral Pet,55.0,32.99,40,5.0,https://cf.shopee.com.br/file/br-11134207-820lp-mo8t9pyht4ao93,https://shopee.com.br/product/1381191494/58209887291,grande,86.0,https://s.shopee.com.br/1Ld8U8giYa
58259638854,papelaria,"Cores Neon Vibrantes Apagáveis – Kit 8 Canetas Fluorescentes para Vidro, Quadro e LED",100.0,34.98,65,5.0,https://cf.shopee.com.br/file/sg-11134201-820lq-mnjr2mzpwa2u99,https://shopee.com.br/product/1788248907/58259638854,grande,86.0,https://s.shopee.com.br/1VwYgRg5Dd
58255946569,organização,Caixa Organizadora Multiuso com Zíper e Alça – Organizador de Roupas em Algodão e Linho com Janela Transparente Grande,50.0,34.99,30,5.0,https://cf.shopee.com.br/file/sg-11134201-8261z-ml7t0r2eseth2b,https://shopee.com.br/product/379687599/58255946569,grande,86.0,https://s.shopee.com.br/1gFyskfRsg
23694946405,acessórios para celular,"Rastreador anti-perda mini, localização em tempo real, ideal para veículos, pets, idosos e crianças",49.0,22.9,53,5.0,https://cf.shopee.com.br/file/br-11134207-820m4-mnmnlegxkwsi6e,https://shopee.com.br/product/1695518686/23694946405,grande,86.0,https://s.shopee.com.br/1qZP53eoXj
23093965205,papelaria,Cola Universal Para Artesanato Círculo Transparente Secagem Rápida,49.0,26.0,47,5.0,https://cf.shopee.com.br/file/br-11134207-7r98o-m9hhb056oagyf2,https://shopee.com.br/product/1530459288/23093965205,grande,86.0,https://s.shopee.com.br/20spHMeBCm
18799074613,pets,Comedouro Triplo Elevado Com TAMPAS Para Cães/Gatos Tigelas De Inox,89.9,46.75,48,4.93,https://cf.shopee.com.br/file/br-11134207-81z1k-mfctzg5cx15031,https://shopee.com.br/product/433293851/18799074613,pequeno,85.9,https://s.shopee.com.br/qgrtF9Eby
22398687684,organização,Caldeirão Harry Potter 3D colecionável chapéu seletor Hogwarts porta treco organizador / Presente Criativo,80.0,52.0,35,4.98,https://cf.shopee.com.br/file/br-11134207-820m6-mm0deqrx5e6c4c,https://shopee.com.br/product/1569291221/22398687684,grande,85.4,https://s.shopee.com.br/gNRgw9rwx
21498983719,organização,Cesto Organizador De Roupa Suja e Brinquedos Multiuso Armazenamento Dobrável Guarde Bem,54.9,29.9,46,4.89,https://cf.shopee.com.br/file/br-11134207-7r98o-m8nd75wd8tmq3a,https://shopee.com.br/product/341540478/21498983719,pequeno,84.7,https://s.shopee.com.br/W41UdAVHw
20897624112,organização,Kit 2 Suporte Porta Toalha De Banho Gancho Prata Fita Dupla Face 3m,85.99,53.99,37,4.95,https://cf.shopee.com.br/file/br-11134207-7r98o-m132xdkatb4j4a,https://shopee.com.br/product/408653169/20897624112,grande,84.5,https://s.shopee.com.br/LkbIKB8cv
51608332042,acessórios para celular,2026 Smartwatch Relógio Inteligente Bluetooth Chamadas/calculator/Monitoramento De Saúde 38/45/49mm Envio Rápido De São,100.0,45.99,54,5.0,https://cf.shopee.com.br/file/cn-11134207-820l4-mp099juffbpqe4,https://shopee.com.br/product/1443015545/51608332042,indefinido,83.0,https://s.shopee.com.br/BRB61Blxu
