id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,castrado,visitas_vet_ult_ano,pelagem,cor,temperamento,alimentacao,gosta_caixa,vacinado,score_saude_0a100
G00022,T5516945689,2025-12-02,M,4,5.6,57,True,1,curta,preto,caçador,mista,True,True,81
G00023,T5273457719,2025-03-02,M,16,5.2,32,True,4,curta,preto,carinhoso,mista,False,True,49
G00024,T9032281051,2025-01-07,F,14,6.4,41,True,5,curta,tigrado,arisco,ração seca,True,True,53
G00025,T7637806791,2025-03-18,M,11,4.6,25,True,2,curta,laranja,carinhoso,ração seca,True,True,61
G00026,T4757447954,2025-08-22,M,2,3.7,72,False,0,curta,preto,carinhoso,mista,True,False,87
G00027,T2637099042,2025-05-29,F,6,4.1,62,False,0,curta,siamês,caçador,mista,True,False,77
G00028,T1654798626,2025-02-04,M,0,4.1,89,False,0,média,branco,carinhoso,ração úmida,True,False,93
G00029,T3230980419,2025-05-22,F,2,3.9,58,True,4,curta,preto,carinhoso,ração úmida,True,True,81
G00030,T9784352659,2025-08-25,F,9,5.2,40,True,1,curta,cinza,brincalhão,ração úmida,False,True,68
G00031,T2040148675,2025-01-20,F,11,4.7,52,False,2,curta,branco,arisco,ração seca,True,False,63
G00032,T9977890233,2025-11-24,F,16,4.8,47,True,3,curta,siamês,calmo,ração úmida,True,True,53
G00033,T6710623841,2025-05-28,F,4,4.3,57,False,4,média,branco,carinhoso,ração seca,True,True,77
G00034,T5421439535,2025-03-07,M,5,3.3,46,True,3,curta,cinza,arisco,ração seca,True,True,74
G00035,T8636839982,2025-05-23,F,6,3.4,54,False,3,curta,tigrado,carinhoso,ração seca,False,False,72
G00036,T3722243866,2025-06-30,F,2,3.9,57,True,1,curta,tricolor,calmo,ração úmida,True,False,83
G00037,T1494484189,2025-10-15,F,2,3.5,74,False,0,média,laranja,calmo,ração seca,True,False,87
G00038,T2593627170,2025-02-04,F,6,4.3,45,True,1,média,branco,calmo,ração seca,True,True,75
G00039,T8200710922,2025-06-21,F,3,5.2,78,True,0,média,laranja,carinhoso,ração seca,True,False,86
G00040,T6222791071,2025-08-26,F,9,4.6,52,False,1,longa,siamês,brincalhão,ração seca,True,False,68
G00041,T5221567876,2025-10-22,M,6,4.1,70,True,1,curta,laranja,brincalhão,ração seca,True,True,79
G00042,T7823694422,2025-02-13,F,12,4.3,12,True,1,curta,branco,calmo,ração seca,True,False,56
G00043,T5323276537,2025-02-11,F,10,5.9,26,True,3,curta,cinza,calmo,ração seca,True,True,61
G00044,T5247208400,2025-12-21,F,4,5.4,79,True,0,curta,preto,calmo,mista,True,False,84
G00045,T9248348706,2025-12-07,M,12,5.9,33,True,2,curta,preto,calmo,ração seca,True,True,60
G00046,T6144915544,2025-04-28,M,12,4.3,24,True,0,curta,siamês,calmo,ração seca,True,False,60
G00047,T6843013365,2025-06-25,F,5,4.6,59,True,2,média,tigrado,carinhoso,mista,True,True,78
G00048,T6722368659,2025-03-09,M,4,5.1,67,True,3,curta,laranja,carinhoso,mista,True,True,80
G00049,T3476659201,2025-10-17,F,9,4.6,48,False,2,curta,siamês,caçador,ração seca,False,True,68
G00050,T9985589299,2025-12-14,F,2,3.7,75,False,2,curta,siamês,calmo,ração seca,True,True,86
G00051,T1368282238,2025-07-06,M,2,4.5,73,True,1,curta,preto,carinhoso,ração seca,True,False,85
G00052,T3863471382,2025-08-24,M,0,4.2,78,False,1,curta,branco,brincalhão,mista,True,False,90
G00053,T4097486312,2025-09-03,F,11,4.0,60,True,1,curta,preto,caçador,ração seca,True,True,68
G00054,T9813092969,2025-06-27,M,9,6.2,50,True,1,longa,laranja,caçador,ração seca,True,False,68
G00055,T6395767690,2025-06-07,F,10,5.3,46,True,2,curta,preto,brincalhão,ração seca,True,True,66
G00056,T4372688598,2025-10-03,M,11,5.2,54,True,3,média,preto,brincalhão,ração seca,True,True,64
G00057,T3877316742,2025-04-25,M,6,5.3,65,True,1,média,cinza,caçador,ração seca,True,False,76
G00058,T1794374174,2025-11-13,M,8,5.4,42,True,2,curta,preto,caçador,ração seca,True,True,69
G00059,T1294014484,2025-05-28,F,2,5.8,68,True,1,curta,branco,carinhoso,ração úmida,False,False,85
G00060,T2413299954,2025-10-23,F,1,4.7,77,False,0,curta,tigrado,brincalhão,ração seca,False,False,90
G00061,T5141998763,2025-06-17,F,9,5.2,43,True,0,média,cinza,caçador,ração seca,False,True,70
G00062,T3597696417,2025-05-10,F,6,4.4,52,False,1,curta,siamês,arisco,mista,True,False,74
G00063,T9862270349,2025-02-13,F,8,4.3,36,True,2,curta,cinza,carinhoso,mista,True,True,68
G00064,T3502037005,2025-05-25,M,11,6.3,10,True,3,curta,siamês,carinhoso,ração seca,True,True,57
G00065,T8510367128,2025-09-12,F,9,5.1,45,True,4,média,tigrado,brincalhão,ração seca,True,True,65
G00066,T8676160284,2025-07-12,F,7,3.9,57,True,1,curta,siamês,arisco,ração seca,True,False,73
G00067,T2941217602,2025-08-11,M,8,5.5,39,False,2,curta,siamês,caçador,ração seca,True,False,67
G00068,T3041342772,2025-08-02,F,4,4.9,80,False,0,curta,branco,calmo,ração seca,True,False,84
G00069,T7412604646,2025-06-14,M,0,3.1,62,True,0,curta,tricolor,caçador,ração úmida,True,False,89
G00070,T9659088773,2025-04-20,M,6,4.4,69,True,0,longa,siamês,calmo,mista,False,False,78
G00071,T5777371055,2025-03-06,F,3,4.5,72,True,2,longa,cinza,brincalhão,ração seca,True,True,84
G00072,T4385064574,2025-02-19,F,5,3.0,87,False,0,curta,laranja,arisco,ração úmida,True,False,83
G00073,T1275962310,2025-09-24,M,13,4.2,45,True,3,média,siamês,calmo,ração seca,True,True,58
G00074,T8107460968,2025-06-10,F,3,4.0,49,False,2,curta,cinza,brincalhão,ração seca,True,True,80
G00075,T3299939293,2025-01-28,M,1,5.0,85,False,0,curta,laranja,arisco,ração úmida,True,False,91
G00076,T2791054232,2025-10-25,F,4,4.7,84,True,1,curta,branco,caçador,ração seca,True,False,83
G00077,T2916013331,2025-05-17,F,4,5.4,43,False,1,curta,cinza,arisco,mista,True,False,77
G00078,T7046559583,2025-04-11,M,9,5.3,57,False,1,longa,preto,brincalhão,ração seca,True,False,69
G00079,T4706978312,2025-06-22,F,8,4.3,63,True,2,longa,siamês,brincalhão,ração seca,True,True,72
G00080,T8279238838,2025-05-17,F,11,3.9,42,True,1,longa,branco,calmo,ração seca,True,True,65
G00081,T1821803551,2025-05-27,F,9,4.4,21,True,0,média,siamês,carinhoso,ração seca,True,False,65
G00082,T7179773683,2025-04-11,M,5,5.4,57,True,0,curta,preto,calmo,ração seca,True,False,79
G00083,T8815020510,2025-01-14,M,12,6.0,34,True,4,curta,preto,caçador,mista,True,True,57
G00084,T8669180665,2025-08-11,F,2,4.3,88,False,1,curta,cinza,carinhoso,mista,True,False,88
G00085,T2517409294,2025-09-28,F,0,4.4,74,True,0,curta,cinza,caçador,ração seca,True,False,91
G00086,T6383358241,2025-12-14,F,1,5.0,67,True,0,longa,branco,arisco,ração seca,True,False,88
G00087,T9593041994,2025-02-23,F,10,4.8,40,True,1,longa,cinza,carinhoso,ração seca,True,False,64
G00088,T8189446078,2025-03-07,F,6,5.4,62,True,2,média,siamês,calmo,ração seca,True,True,76
G00089,T8754373295,2025-06-04,M,2,4.2,70,False,1,média,laranja,caçador,ração seca,True,False,85
G00090,T9355258119,2025-10-12,F,7,4.4,46,False,0,longa,cinza,calmo,mista,True,False,73
G00091,T2012289974,2025-08-19,F,2,3.8,73,True,0,média,siamês,arisco,mista,True,True,89
G00092,T2656712432,2025-08-31,M,10,5.9,40,True,1,longa,tricolor,carinhoso,ração seca,True,False,64
G00093,T8158988304,2025-07-14,M,6,4.3,27,True,0,longa,preto,carinhoso,mista,True,True,74
G00094,T8141235074,2025-12-27,F,5,4.1,69,False,1,curta,laranja,arisco,mista,True,False,79
G00095,T1914374170,2025-05-24,F,4,3.0,71,True,2,curta,laranja,arisco,ração seca,True,True,82
G00096,T8724641428,2025-02-06,F,9,5.0,52,False,0,curta,laranja,arisco,mista,True,False,70
G00097,T3780754230,2025-06-24,M,5,5.8,56,True,2,longa,siamês,brincalhão,mista,False,True,77
G00098,T9317328556,2025-11-28,F,1,4.7,71,True,2,curta,tricolor,brincalhão,ração seca,True,True,88
G00099,T1557831966,2025-07-21,M,1,5.2,82,True,1,curta,tigrado,brincalhão,ração úmida,True,False,89
G00100,T6458735672,2025-10-22,M,16,6.0,23,True,2,média,laranja,calmo,mista,False,True,50
G00101,T9858530706,2025-09-10,F,14,5.3,46,True,0,curta,cinza,calmo,ração seca,False,False,59
G00102,T6298151475,2025-11-27,F,10,5.1,29,True,1,média,laranja,calmo,ração seca,True,False,63
G00103,T2033654596,2025-08-11,F,3,4.7,69,True,2,curta,preto,carinhoso,mista,True,True,83
G00104,T1808101986,2025-10-02,F,16,4.4,31,True,5,média,preto,calmo,ração seca,True,True,47
G00105,T6152723335,2025-08-13,F,11,4.6,56,True,4,curta,laranja,carinhoso,mista,True,True,62
G00106,T7543250684,2025-04-13,M,10,5.3,36,True,2,curta,tigrado,carinhoso,mista,True,True,64
G00107,T8202078774,2025-01-13,M,6,4.8,48,False,0,curta,laranja,brincalhão,ração seca,True,False,75
G00108,T6240225971,2025-06-02,F,3,3.1,50,False,0,curta,tricolor,calmo,ração seca,False,False,82
G00109,T3742173904,2025-12-11,F,1,3.2,65,False,1,curta,preto,carinhoso,mista,True,False,86
G00110,T1911655526,2025-02-09,M,14,5.6,39,True,3,média,tricolor,carinhoso,mista,True,True,55
G00111,T6919610334,2025-03-30,M,6,5.7,37,False,0,média,tricolor,calmo,ração seca,True,False,74
G00112,T6000515389,2025-01-01,M,3,4.8,61,True,1,curta,preto,calmo,ração seca,False,False,82
G00113,T3324235432,2025-06-03,M,4,6.8,71,False,3,curta,preto,carinhoso,ração seca,True,True,80
G00114,T9554369469,2025-12-12,F,8,3.9,51,True,1,média,laranja,calmo,ração seca,False,False,70
G00115,T6098634476,2025-06-07,M,2,5.1,70,False,2,longa,siamês,arisco,ração seca,True,True,86
G00116,T8039383088,2025-10-29,M,13,6.3,21,True,2,curta,cinza,carinhoso,ração seca,True,True,56
G00117,T6461338650,2025-08-06,F,11,5.5,43,True,2,média,tigrado,arisco,ração seca,True,True,63
G00118,T2394545961,2025-01-30,F,10,5.2,47,True,3,média,siamês,carinhoso,ração seca,True,True,65
G00119,T9377878266,2025-04-20,M,6,5.8,56,False,4,curta,laranja,brincalhão,ração seca,True,True,72
G00120,T6182138076,2025-06-15,M,9,5.3,52,True,3,curta,siamês,brincalhão,ração seca,True,True,67
G00121,T6836372896,2025-04-27,M,8,6.3,49,True,3,longa,siamês,brincalhão,mista,False,True,69
G00122,T5651230210,2025-04-16,M,9,6.1,44,True,1,curta,branco,calmo,ração úmida,True,False,67
G00123,T7939531314,2025-08-08,M,1,4.1,60,False,2,curta,tigrado,arisco,ração úmida,True,True,86
G00124,T9493302040,2025-04-19,M,5,5.2,73,False,0,curta,tricolor,caçador,ração úmida,True,False,81
G00125,T3969444841,2025-11-10,M,0,3.5,60,False,0,curta,tigrado,arisco,mista,True,False,89
G00126,T8656382377,2025-11-23,M,7,6.2,57,True,0,média,cinza,arisco,mista,True,False,75
G00127,T2058675647,2025-01-09,M,4,5.0,86,False,1,longa,branco,arisco,ração úmida,False,False,83
G00128,T4833875612,2025-12-29,F,2,5.1,83,False,1,média,siamês,calmo,ração seca,True,True,89
G00129,T9069337100,2025-07-24,M,1,4.6,78,True,1,média,laranja,brincalhão,ração seca,True,True,90
G00130,T6248027071,2025-06-04,M,8,3.9,56,False,3,curta,preto,brincalhão,mista,True,False,68
G00131,T1348542916,2025-07-21,F,2,6.0,68,False,4,curta,laranja,calmo,mista,False,False,80
G00132,T4303237823,2025-10-25,M,15,5.5,22,True,2,média,laranja,caçador,ração úmida,False,True,52
G00133,T7473952355,2025-02-15,F,8,3.9,50,True,3,curta,siamês,calmo,ração seca,True,True,69
G00134,T3922653496,2025-03-02,F,4,5.1,71,True,1,curta,preto,brincalhão,mista,True,False,81
G00135,T3169157929,2025-01-16,F,8,6.0,57,False,0,curta,branco,carinhoso,ração seca,True,False,73
G00136,T8214414006,2025-10-08,M,0,4.5,84,False,1,curta,preto,calmo,ração seca,False,False,91
G00137,T3220363971,2025-10-17,F,16,4.8,45,True,2,curta,branco,arisco,mista,False,True,54
G00138,T2833911141,2025-01-19,F,6,4.6,56,True,1,longa,laranja,brincalhão,ração seca,True,False,75
G00139,T7247559903,2025-10-29,M,11,4.6,47,True,3,curta,tigrado,caçador,ração seca,True,True,63
G00140,T7232151043,2025-05-05,M,1,4.2,49,False,1,longa,siamês,caçador,mista,True,False,84
G00141,T1013954311,2025-01-17,M,6,6.3,85,False,2,curta,preto,brincalhão,ração úmida,False,False,78
G00142,T6058636810,2025-07-27,F,7,4.4,50,True,3,curta,preto,carinhoso,mista,True,True,71
G00143,T1569842921,2025-09-04,M,15,4.9,41,True,3,curta,tricolor,arisco,ração seca,True,True,54
G00144,T9187635254,2025-01-23,M,8,4.8,48,True,2,média,siamês,arisco,ração seca,True,True,70
G00145,T7644739304,2025-04-03,F,6,5.2,53,True,1,média,branco,caçador,ração seca,True,False,74
G00146,T7612171353,2025-02-13,F,3,2.8,64,True,2,curta,cinza,caçador,mista,True,False,81
G00147,T7661986715,2025-03-27,M,4,5.1,49,True,1,curta,cinza,brincalhão,mista,True,False,78
G00148,T2668701155,2025-04-27,M,7,6.8,26,False,0,curta,cinza,brincalhão,ração seca,False,False,70
G00149,T1954673498,2025-11-30,M,6,6.4,72,True,3,média,preto,caçador,ração seca,True,True,76
G00150,T5038685724,2025-06-23,F,0,4.4,82,False,0,curta,preto,arisco,ração seca,True,False,92
G00151,T7294806204,2025-08-13,M,12,6.4,30,True,3,curta,siamês,brincalhão,ração seca,True,True,58
G00152,T9936297457,2025-03-20,F,14,5.8,41,True,1,média,tigrado,arisco,ração seca,True,False,57
G00153,T3506610685,2025-08-08,M,2,4.7,79,True,2,curta,siamês,brincalhão,ração úmida,True,True,87
G00154,T9176844287,2025-04-26,M,7,5.7,47,True,2,média,tigrado,carinhoso,mista,True,True,72
G00155,T1691826422,2025-06-10,M,1,5.9,77,False,0,curta,tricolor,caçador,ração seca,True,False,90
G00156,T3707966478,2025-03-03,M,9,4.3,62,True,2,média,laranja,calmo,ração seca,False,True,70
G00157,T4696848181,2025-08-21,F,4,4.7,47,False,0,longa,siamês,arisco,mista,True,False,79
G00158,T4183766726,2025-02-06,F,9,4.9,56,False,1,curta,cinza,caçador,ração seca,False,False,69
G00159,T8500175396,2025-05-31,M,10,5.4,51,True,3,curta,tigrado,carinhoso,ração seca,True,True,65
G00160,T4929952473,2025-06-03,F,11,4.8,67,True,0,curta,laranja,calmo,mista,True,False,68
G00161,T7916681475,2025-05-18,M,1,4.8,79,False,0,curta,siamês,caçador,ração úmida,True,False,90
G00162,T8953303109,2025-03-22,F,14,5.1,31,False,5,curta,tricolor,arisco,ração seca,True,False,49
G00163,T5555542918,2025-02-14,M,3,5.6,63,False,1,média,siamês,carinhoso,ração úmida,True,False,82
G00164,T4457095728,2025-08-26,F,0,4.3,99,False,1,média,laranja,calmo,mista,True,False,93
G00165,T1020922132,2025-12-08,M,7,5.0,51,True,1,longa,cinza,calmo,mista,True,False,72
G00166,T7562571083,2025-03-25,F,5,3.8,68,False,1,longa,cinza,brincalhão,ração seca,False,False,79
G00167,T9660945525,2025-02-10,F,12,4.5,39,True,1,curta,cinza,calmo,ração seca,False,False,60
G00168,T3144443801,2025-03-11,F,12,5.0,54,True,2,longa,branco,carinhoso,ração seca,True,True,63
G00169,T9425742761,2025-04-19,F,4,3.8,77,False,1,curta,tricolor,carinhoso,ração seca,True,False,82
G00170,T9829326611,2025-05-15,M,15,6.1,33,True,5,curta,tricolor,carinhoso,mista,True,True,49
G00171,T6963922774,2025-04-20,F,4,4.6,59,False,1,curta,siamês,calmo,ração úmida,False,False,79
G00172,T6730240324,2025-02-07,M,7,5.9,50,True,0,curta,tigrado,brincalhão,ração úmida,True,False,74
G00173,T8559726199,2025-10-02,F,3,3.8,46,False,1,curta,tigrado,carinhoso,ração seca,False,False,79
G00174,T9763695444,2025-01-16,M,15,4.9,34,True,1,curta,cinza,caçador,ração úmida,True,False,54
G00175,T6615249483,2025-04-27,M,2,5.5,70,True,0,curta,laranja,brincalhão,ração úmida,True,False,86
G00176,T1202794736,2025-10-07,F,0,4.1,65,False,0,média,preto,caçador,mista,False,False,90
G00177,T7841164147,2025-08-09,M,6,4.9,36,True,3,curta,laranja,caçador,ração seca,True,True,71
G00178,T3691341633,2025-03-05,F,18,5.3,27,True,4,média,siamês,arisco,ração úmida,True,True,44
G00179,T5583074988,2025-02-13,M,14,5.9,40,True,1,média,preto,brincalhão,ração seca,False,False,56
G00180,T6614558286,2025-08-12,F,11,3.9,49,False,2,curta,tricolor,caçador,ração seca,False,False,62
G00181,T4325777005,2025-01-04,F,14,5.8,24,False,8,média,siamês,calmo,ração seca,True,False,44
G00182,T2067915066,2025-04-22,F,14,4.6,41,True,3,longa,tigrado,carinhoso,ração úmida,True,True,56
G00183,T5879144569,2025-11-03,M,7,6.3,53,False,2,média,preto,brincalhão,mista,True,True,73
G00184,T5293607009,2025-04-30,M,4,3.9,74,False,1,curta,cinza,carinhoso,ração seca,True,False,82
G00185,T9790720334,2025-05-06,M,11,5.6,33,True,2,média,cinza,carinhoso,ração úmida,True,True,62
G00186,T1706640259,2025-02-27,M,9,5.1,64,True,2,curta,cinza,caçador,ração seca,True,True,71
G00187,T8816772302,2025-06-14,F,5,3.0,79,False,1,curta,preto,caçador,ração seca,True,False,80
G00188,T5448632217,2025-03-25,M,1,5.1,74,False,3,média,tigrado,caçador,mista,True,False,85
G00189,T2892137193,2025-01-08,M,11,4.0,49,True,0,curta,cinza,brincalhão,mista,True,False,65
G00190,T3651815590,2025-07-28,M,3,4.6,76,False,1,curta,tricolor,caçador,ração seca,True,False,84
G00191,T1077478773,2025-01-06,F,15,5.6,21,True,3,curta,tigrado,brincalhão,ração seca,True,True,51
G00192,T5874323202,2025-08-03,M,3,4.4,61,True,1,curta,preto,caçador,mista,False,True,84
G00193,T9310992493,2025-03-14,M,2,4.1,72,False,0,curta,preto,carinhoso,ração seca,True,False,87
G00194,T7767349597,2025-04-15,M,12,6.0,66,True,1,longa,tigrado,caçador,mista,True,False,64
G00195,T3616437152,2025-01-31,M,2,4.6,55,False,0,longa,branco,arisco,ração seca,False,False,84
G00196,T4183883095,2025-03-18,F,2,3.9,89,False,2,curta,cinza,arisco,mista,False,True,88
G00197,T3671829856,2025-05-13,M,8,6.1,50,False,1,média,branco,calmo,mista,True,False,70
G00198,T2134067654,2025-05-06,F,13,4.0,38,True,3,média,siamês,carinhoso,ração seca,True,True,57
G00199,T2426749268,2025-12-25,F,2,3.8,84,False,1,curta,tigrado,calmo,ração úmida,True,False,87
G00200,T7448569561,2025-02-02,F,4,4.9,88,True,3,curta,preto,brincalhão,ração seca,True,True,83
G00201,T6242741365,2025-06-26,F,11,3.9,49,False,1,média,preto,caçador,ração úmida,True,False,64
G00202,T3595954248,2025-07-13,F,16,6.1,44,True,3,curta,tigrado,brincalhão,ração seca,True,True,52
G00203,T3364531321,2025-12-24,M,7,4.9,44,False,1,curta,laranja,caçador,ração seca,True,False,71
G00204,T7515510009,2025-10-28,F,2,4.8,63,True,4,média,laranja,calmo,ração úmida,False,True,81
G00205,T1857304557,2025-08-13,F,0,4.6,59,False,0,média,preto,calmo,ração seca,False,False,89
G00206,T2951237584,2025-08-18,F,3,4.1,60,False,1,curta,preto,carinhoso,mista,True,False,82
G00207,T4176405426,2025-11-25,F,2,3.8,76,False,0,curta,cinza,carinhoso,ração seca,True,False,87
G00208,T8876840842,2025-01-08,M,9,5.2,52,True,1,média,tricolor,carinhoso,ração seca,True,False,68
G00209,T8361774608,2025-10-16,M,1,5.2,93,False,1,média,branco,caçador,mista,True,False,90
G00210,T1743737012,2025-04-10,M,7,4.4,80,True,2,longa,tricolor,carinhoso,ração seca,False,True,77
G00211,T6003557778,2025-08-18,M,10,4.5,45,True,1,curta,siamês,carinhoso,ração seca,True,True,67
G00212,T8528295056,2025-06-22,M,8,6.2,44,False,0,média,cinza,calmo,ração seca,True,False,71
G00213,T5901939938,2025-06-18,M,2,4.2,83,True,0,curta,tricolor,caçador,ração seca,True,False,88
G00214,T5163523794,2025-11-29,F,12,5.1,57,True,0,curta,tigrado,carinhoso,ração úmida,True,True,67
G00215,T9030454830,2025-11-18,F,10,4.6,52,True,3,curta,siamês,arisco,ração úmida,True,True,65
G00216,T7608318045,2025-03-04,F,10,4.6,55,True,5,média,tricolor,caçador,mista,True,True,63
G00217,T5580601977,2025-05-25,F,2,5.1,76,False,1,média,preto,carinhoso,ração seca,True,False,86
G00218,T2579566000,2025-01-28,M,2,4.7,58,True,0,curta,siamês,caçador,ração seca,True,False,85
G00219,T2602344263,2025-03-27,M,15,5.2,18,True,0,média,tricolor,calmo,ração úmida,True,False,53
G00220,T3130911462,2025-07-13,F,5,4.2,60,False,0,média,preto,brincalhão,ração seca,True,False,79
G00221,T6276850159,2025-03-27,F,4,3.9,61,False,0,média,tigrado,calmo,ração úmida,True,False,81
G00222,T5924199279,2025-07-24,F,6,4.0,62,True,0,curta,tricolor,brincalhão,mista,True,False,77
G00223,T6698256363,2025-07-26,F,9,4.3,48,True,2,curta,laranja,caçador,ração seca,True,True,68
G00224,T2775858675,2025-12-25,F,16,6.0,10,False,5,curta,tricolor,caçador,mista,True,False,42
G00225,T5668345255,2025-10-01,F,4,4.8,38,False,0,média,laranja,calmo,ração seca,True,False,78
G00226,T6492327671,2025-07-17,F,15,4.6,42,True,2,longa,cinza,calmo,ração úmida,True,True,55
G00227,T8718670276,2025-02-19,F,0,4.7,67,False,1,curta,tricolor,carinhoso,ração seca,True,False,89
G00228,T3479880097,2025-01-07,M,7,4.0,53,True,2,curta,tricolor,carinhoso,ração seca,True,True,73
G00229,T3503131026,2025-10-19,M,9,6.2,43,True,0,média,tigrado,brincalhão,ração seca,False,True,70
G00230,T9935089112,2025-09-02,M,1,5.6,61,False,0,curta,branco,arisco,ração seca,True,False,87
G00231,T1561007232,2025-11-24,F,2,5.7,58,False,0,curta,branco,arisco,ração seca,True,False,85
G00232,T5393835468,2025-03-17,F,5,5.1,73,True,3,curta,tigrado,brincalhão,mista,True,True,78
G00233,T9356607419,2025-07-17,M,16,5.7,27,True,2,curta,tigrado,arisco,ração seca,True,True,51
G00234,T5945735214,2025-10-25,M,8,6.1,60,False,4,curta,cinza,carinhoso,mista,True,True,69
G00235,T6221682708,2025-05-08,F,15,4.4,42,True,3,longa,siamês,carinhoso,ração seca,True,True,54
G00236,T3414545667,2025-06-11,M,12,5.2,45,True,0,curta,branco,brincalhão,ração seca,True,False,63
G00237,T7610379733,2025-10-12,F,6,4.4,68,True,3,longa,tigrado,arisco,ração seca,False,True,76
G00238,T9656221219,2025-11-11,M,11,6.3,44,True,1,curta,cinza,caçador,mista,True,False,63
G00239,T5191319529,2025-06-25,M,0,4.0,91,False,0,média,branco,carinhoso,mista,True,False,94
G00240,T8791071513,2025-03-06,M,1,4.0,82,True,0,curta,branco,caçador,ração seca,True,False,90
G00241,T1312441579,2025-11-12,M,12,5.6,53,True,1,curta,preto,arisco,ração úmida,False,True,64
G00242,T8573186799,2025-08-06,M,11,5.9,33,True,2,curta,tigrado,caçador,ração seca,True,True,62
G00243,T9619929012,2025-06-11,M,3,4.3,70,False,1,longa,preto,brincalhão,ração seca,True,False,83
G00244,T8651111135,2025-09-14,M,7,5.6,33,True,1,curta,preto,calmo,ração seca,True,False,69
G00245,T1788023309,2025-05-17,M,8,6.1,69,True,2,curta,branco,carinhoso,mista,False,True,73
G00246,T6726600808,2025-01-16,F,13,5.7,31,True,5,curta,preto,caçador,mista,True,True,53
G00247,T1670382081,2025-07-21,M,8,5.4,47,True,0,longa,laranja,brincalhão,mista,True,False,71
G00248,T1609708693,2025-06-23,M,5,4.9,45,False,1,média,tigrado,brincalhão,ração seca,False,False,75
G00249,T1695929289,2025-12-06,M,5,6.2,61,False,2,curta,tricolor,caçador,ração seca,True,True,78
G00250,T2286194503,2025-09-06,F,6,4.4,55,True,3,curta,tigrado,arisco,ração seca,True,True,74
G00251,T5824137289,2025-12-03,F,9,5.3,72,True,2,curta,tigrado,carinhoso,ração seca,True,True,72
G00252,T7719644655,2025-08-16,F,13,6.2,49,True,4,longa,laranja,caçador,ração seca,True,True,57
G00253,T2466303646,2025-05-27,F,6,5.0,52,True,2,curta,laranja,calmo,mista,True,True,75
G00254,T1059673148,2025-02-08,M,3,4.1,47,True,2,curta,siamês,arisco,ração seca,True,True,80
G00255,T4838142429,2025-11-16,F,3,3.3,39,False,0,curta,preto,calmo,mista,True,False,80
G00256,T4828753383,2025-01-13,M,11,5.2,32,True,1,média,siamês,brincalhão,ração úmida,False,False,61
G00257,T4943253629,2025-12-18,F,12,5.3,25,False,2,curta,tricolor,brincalhão,ração seca,True,True,59
G00258,T6015540222,2025-03-21,M,1,5.0,76,False,0,curta,preto,brincalhão,ração seca,True,False,89
G00259,T9745225826,2025-08-08,M,1,6.2,70,True,2,média,cinza,arisco,mista,False,True,88
